0	0	0
0.3300053	0	0
0.3300053	0.8037603	0
0.725437	0.8794194	0
0.7852734	0.9291345	0
0.8274165	0.978829	0
0.8722382	1	0
0.9184378	1	0
0.964982	1	0
1.012153	1	0
1.05899	1	0
1.106547	1	0
1.154235	1	0
1.20152	1	0
1.249382	1	0
1.297372	1	0
1.516975	1	0
1.565526	1	0
1.614539	1	0
1.693956	1	0
1.742735	1	0
1.791566	1	0
1.840483	1	0
1.89002	1	0
1.938307	1	0
1.987301	1	0
2.036326	1	0
2.085384	1	0
2.134478	1	0
2.183604	1	0
2.232732	1	0
2.281896	1	0
2.33161	1	0.04955468
2.380676	1	0.1362212
2.466533	1	0.1864596
2.516325	1	0.2356282
2.565069	1	0.2854779
2.614498	1	0.3354021
2.664003	1	0.3847271
2.712911	1	0.4360586
2.763797	1	0.4859648
2.813249	1	0.5342007
2.861016	1	0.5835257
2.909817	1	0.6332331
2.958935	1	0.6839039
3.008923	1	0.733456
3.05771	1	0.6757728
3.114364	1	0.6053376
3.18334	1	0.5548541
3.232686	1	0.5053174
3.281019	1	0.4562258
3.32884	1	0.4065262
3.377183	1	0.3568279
3.425468	1	0.3071295
3.473706	1	0.2572733
3.522065	1	0.2068412
3.570964	1	0.1580267
3.618289	1	0.1081013
3.666701	1	0.05857866
3.714745	1	0.008641668
3.763227	1	0
3.811236	1	0
3.859564	1	0
3.9081	1	0
3.956317	1	0
4.005071	1	0
4.053208	1	0
4.10174	1	0
4.150196	1	0
4.198737	1	0
4.367372	1	0
4.416036	1	0
4.464708	1	0
4.513411	1	0
4.56213	1	0
4.610874	1	0
4.659636	1	0
4.708833	1	0
4.757218	1	0
4.806038	1	0
4.854876	1	0
4.903731	1	0
4.952603	1	0
5.001493	1	0
5.050394	1	0
5.125887	1	0
5.175566	1	0
5.22379	1	0
5.274458	1	0
5.321745	1	0
5.370745	1	0
5.419756	1	0
5.468775	1	0
5.517812	1	0
5.567169	1	0
5.615913	1	-0.04978689
5.665077	1	-0.09940315
5.714102	1	-0.1491002
5.763244	1	-0.1987986
5.81243	1	-0.2485008
5.86167	1	-0.2982082
5.910968	1	-0.3500528
5.962447	1	-0.5032866
6.115144	1	-0.5531582
6.164886	1	-0.6026885
6.214321	1	-0.6523882
6.263945	1	-0.7020904
6.313579	1	-0.7517913
6.363199	1	-0.8014897
