NewIteration
0	0	0
0.3300053	0	0
0.3300053	1	0
1.053045	1	0
1.152244	1	0
1.22336	1	0
1.325096	1	0
1.397977	1	0
1.461679	1	0
1.530463	1	0
1.610063	1	0
1.670707	1	0
1.728707	1	0
1.799538	1	0
1.869697	1	0
1.942356	1	0
2.010142	1	0
2.080122	1	0
2.151314	1	0
2.217636	1	0
2.284403	1	0
2.342914	1	0
2.403087	1	0
2.459238	1	0
2.523252	1	0
2.597963	1	0
2.698191	1	0
2.780802	1	0
2.864465	1	0
2.954923	1	0
3.035016	1	0
3.095281	1	0
3.183747	1	0
3.264617	1	0
3.353983	1	0
3.436712	1	0
3.486185	1	0
3.567806	1	0
3.643187	1	0
3.707344	1	0
3.774954	1	0
3.84107	1	0
3.897244	1	0
3.987689	1	0
4.041891	1	0
4.10399	1	0
4.199988	1	0
4.287618	1	0
4.369858	1	0
4.47039	1	0
4.553703	1	0
4.611633	1	0
4.70481	1	0
4.789278	1	0
4.844496	1	0
4.909311	1	0
5.005143	1	0
5.088157	1	0
5.17557	1	0
5.240437	1	0
5.296749	1	0
5.377322	1	0
5.453981	1	0
5.505877	1	0
5.564421	1	0
5.622147	1	0
5.718674	1	0
5.80341	1	0
5.885208	1	0
5.974817	1	0
6.110691	1	0
6.200482	1	0
6.295995	1	0
6.380912	1	0
6.468326	1	0
6.533463	1	0
6.627232	1	0
6.700483	1	0
6.772285	1	0
6.828729	1	0
6.919149	1	0
6.997536	1	0
7.07404	1	0
7.127275	1	0
7.210002	1	0
7.298674	1	0
7.3818	1	0
7.44903	1	0
7.533547	1	0
7.61628	1	0
7.702269	1	0
7.839497	1	0
7.906635	1	0
7.959764	1	0
8.058203	1	0
8.142535	1	0
8.227707	1	0
8.306782	1	0
8.394957	1	0
8.44855	1	0
8.537471	1	0
8.601543	1	0
8.660525	1	0
8.744663	1	0
8.830881	1	0
8.906483	1	0
8.973853	1	0
9.069305	1	0
9.157599	1	0
9.250086	1	0
9.339692	1	0
9.421607	1	0
9.473941	1	0
9.571574	1	0
9.656704	1	0
9.744302	1	0
9.808354	1	0
9.86943	1	0
9.970727	1	0
10.05923	1	0
10.13505	1	0
10.20675	1	0
10.27884	1	0
10.37707	1	0
10.46421	1	0
10.54389	1	0
10.62025	1	0
10.687	1	0
10.77169	1	0
10.85734	1	0
10.94027	1	0
