0	0	0
0.3300053	0	0
0.3300053	0.8066366	0
0.7295651	0.8855069	0
0.7924821	0.9403203	0
0.8396173	0.9899057	0
0.884962	1	0
0.9339203	1	0
0.9778946	1	0
1.024816	1	0
1.071995	1	0
1.119377	1	0
1.167002	1	0
1.215164	1	0
1.262617	1	0
1.31071	1	0
1.358811	1	0
1.4072	1	0
1.455438	1	0
1.503883	1	0
1.55241	1	0
1.601008	1	0
1.649673	1	0
1.698398	1	0
1.747178	1	0
1.79601	1	0
1.845055	1	0
1.893803	1	0
1.942762	1	0
1.991758	1	0
2.040788	1	0
2.089857	1	0
2.14111	1	0
2.188057	1	0
2.237204	1	0
2.286369	1	0
2.335562	1	0
2.384773	1	0
2.434003	1	0
2.483733	1	0
2.532521	1	0
2.581805	1	0
2.632377	1	0
2.680421	1	0
2.729754	1	0
2.779092	1	0
2.847012	1	0
2.896461	1	0
2.945775	1	0
3.006507	1	0
3.055938	1	0
3.105508	1	0
3.155586	1	0
3.207363	1	0.05045656
3.257556	1	0.101121
3.307963	1	0.1506679
3.357265	1	0.1997197
3.406079	1	0.2493565
3.455477	1	0.2989651
3.504845	1	0.3486647
3.554296	1	0.3985363
3.603905	1	0.3490085
3.653158	1	0.2988958
3.702977	1	0.217248
3.784116	1	0.1675432
3.833507	1	0.1178423
3.882891	1	0.067904
3.932513	1	0.01829671
3.981812	1	0
4.031065	1	0
4.080468	1	0
4.12988	1	0
4.180581	1	0
4.229133	1	0
4.278165	1	0
4.3276	1	0
4.377044	1	0
4.426499	1	0
4.475946	1	0
4.525416	1	0
4.574886	1	0
4.624845	1	0
4.674156	1	0
4.723314	1	0
4.772799	1	0
4.822288	1	0
4.871776	1	0
4.921277	1	0
4.971092	1	0
5.020285	1	0
5.069801	1	0
5.1203	1	0
5.168825	1	0
5.21835	1	0
5.267874	1	0
5.31741	1	0
5.367365	1	0
5.41646	1	0
5.466	1	0
5.515543	1	0
5.56508	1	0
5.614627	1	0
5.664328	1	0
5.713724	1	0
5.76328	1	0
5.812835	1	0
5.863082	1	0
5.911961	1	0
5.961524	1	0
6.011082	1	-0.04969837
6.06065	1	-0.09939802
6.110229	1	-0.149099
6.159818	1	-0.198805
6.209424	1	-0.2484996
6.259029	1	-0.2982056
6.308657	1	-0.3479066
6.358287	1	-0.3976049
6.407919	1	-0.4473059
